time,planet,x,y,z
30,0,-2.425635417425309,-2.6462465487035476,-1.0751997628608279
30,1,3147.677521437069,2322.269934430099,918.7356619228722
31,0,-2.5064680285238805,-2.7344387023610133,-1.1110334025978537
31,1,3252.6939108344245,2399.789339593875,949.4052239829391
32,0,-2.5873004735718887,-2.82263073346368,-1.1468669938482299
32,1,3357.7101263168524,2477.3086163985026,980.0747352599676
33,0,-2.668132762796672,-2.9108226495580607,-1.1827005395975403
33,1,3462.7261785960713,2554.8277727479067,1010.7441988809425
34,0,-2.7489649055089735,-2.9990144575144932,-1.2185340425638633
34,1,3567.742077423793,2632.346815837813,1041.4136176926736
35,0,-2.8297969102092866,-3.0872061636055768,-1.2543675052288008
35,1,3672.757831703105,2709.865752237899,1072.0829942942948
36,0,-2.910628784679214,-3.1753977735735512,-1.2902009298641353
36,1,3777.7734495841555,2787.384587962364,1102.7523310651832
37,0,-2.9914605360603037,-3.2635892926884473,-1.3260343185548338
37,1,3882.788938546726,2864.903328530835,1133.4216301890524
38,0,-3.072292170922366,-3.3517807257984784,-1.361867673218984
38,1,3987.8043054717814,2942.4219790211423,1164.0908936748333
39,0,-3.1531236953229156,-3.4399720773738847,-1.39770099562514
39,1,4092.8195567037274,3019.940544115242,1194.7601233748405
40,0,-3.2339551148590817,-3.5281633515452264,-1.4335342874074704
40,1,4197.834698104781,3097.4590281393234,1225.4293210006392
41,0,-3.314786434713108,-3.6163545521369476,-1.4693675500790375
41,1,4302.849735102623,3174.9774350989605,1256.0984881369523
42,0,-3.395617659692367,-3.704545682696893,-1.5052007850434752
42,1,4407.8646727323085,3252.4957687100286,1286.7676262538912
43,0,-3.476448794264663,-3.7927367465223543,-1.541033993605292
43,1,4512.879515673243,3330.0140324259833,1317.4367367177476
44,0,-3.557279842589476,-3.8809277466831165,-1.5768671769789893
44,1,4617.894268281905,3407.532229461998,1348.1058208005438
45,0,-3.638110808545693,-3.9691186860419188,-1.6127003362971564
45,1,4722.908934620891,3485.050362816396,1378.7748796885094
46,0,-3.7189416957562904,-4.057309567272664,-1.6485334726176735
46,1,4827.923518484767,3562.5684352897183,1409.4439144896273
47,0,-3.799772507610361,-4.145500392876666,-1.684366586930141
47,1,4932.938023423135,3640.0864495017454,1440.1129262403667
48,0,-3.880603247282819,-4.233691165197194,-1.720199680161632
48,1,5037.952452761278,3717.6044079067265,1470.7819159117082
49,0,-3.961433917752076,-4.321881886432511,-1.756032753181851
49,1,5142.966809618671,3795.1223128070355,1501.4508844145462
50,0,-4.042264521815928,-4.410072558647593,-1.791865806807771
50,1,5247.981096925613,3872.64016636545,1532.119832604547
51,0,-4.123095062105869,-4.498263183784694,-1.827698841807813
51,1,5352.995317438233,3950.157970616211,1562.7887612865245
52,0,-4.203925541100017,-4.58645376367288,-1.8635318589056171
52,1,5458.009473752013,4027.675727475012,1593.4576712183916
53,0,-4.2847559611348025,-4.674644300036658,-1.8993648587834566
53,1,5563.023568314041,4105.193438748033,1624.126563114735
54,0,-4.3655863244155695,-4.762834794503793,-1.9351978420853315
54,1,5668.037603434109,4182.711106140134,1654.7954376500552
55,0,-4.446416633026201,-4.851025248612414,-1.9710308094197788
55,1,5773.051581294795,4260.22873126229,1685.4642954617104
56,0,-4.52724688893788,-4.939215663817475,-2.006863761362429
56,1,5878.065503960639,4337.746315638366,1716.133137152594
57,0,-4.608077094017067,-5.027406041496646,-2.0426966984583377
57,1,5983.0793733865,4415.263860711278,1746.8019632935748
58,0,-4.688907250032793,-5.115596382955693,-2.078529621224111
58,1,6088.093191425193,4492.781367848634,1777.470774425727
59,0,-4.769737358663323,-5.203786689433392,-2.114362530149853
59,1,6193.106959834468,4570.298838347882,1808.1395710623674
60,0,-4.850567421502262,-5.291976962106038,-2.1501954257009492
60,1,6298.120680283405,4647.816273441028,1838.8083536909212
61,0,-4.931397440064154,-5.380167202091577,-2.1860283083196985
61,1,6403.134354358276,4725.333674298964,1869.477122774636
62,0,-5.012227415789624,-5.468357410453401,-2.2218611784268174
62,1,6508.14798356794,4802.851042035446,1900.1458787541537
63,0,-5.093057350050118,-5.55654758820384,-2.257694036422821
63,1,6613.161569348794,4880.368377710749,1930.8146220489587
64,0,-5.1738872441522545,-5.644737736307382,-2.293526882689296
64,1,6718.175113069341,4957.885682335041,1961.4833530587098
65,0,-5.254717099341854,-5.73292785568364,-2.3293597175900747
65,1,6823.188616034404,5035.402956871487,1992.152072164471
66,0,-5.335546916807648,-5.82111794721009,-2.3651925414723203
66,1,6928.202079489014,5112.920202239125,2022.8207797298476
67,0,-5.4163766976847185,-5.909308011724613,-2.4010253546675293
67,1,7033.215504622012,5190.437419315515,2053.489476102036
68,0,-5.497206443057674,-5.997498050027835,-2.43685815749246
68,1,7138.2288925693765,5267.954608939207,2084.1581616127964
69,0,-5.578036153963604,-6.085688062885311,-2.472690950249994
69,1,7243.242244417313,5345.471771912009,2114.8268365793556
70,0,-5.658865831394809,-6.173878051029537,-2.508523733229934
70,1,7348.255561205118,5422.988909001109,2145.4955013052418
71,0,-5.739695476301346,-6.262068015161828,-2.544356506709748
71,1,7453.268843927848,5500.506020941039,2176.164156081064
72,0,-5.820525089593396,-6.350257955954066,-2.5801892709552576
72,1,7558.282093538787,5578.023108435502,2206.8328011852336
73,0,-5.901354672143456,-6.438447874050321,-2.6160220262212817
73,1,7663.295310951758,5655.5401721590715,2237.5014368846378
74,0,-5.9821842247884005,-6.526637770068367,-2.6518547727522357
74,1,7768.30849704327,5733.05721275878,2268.170063435268
75,0,-6.063013748331389,-6.614827644601093,-2.687687510782689
75,1,7873.321652654519,5810.574230855597,2298.838681082803
76,0,-6.143843243543652,-6.7030174982178234,-2.7235202405378884
76,1,7978.3347785932665,5888.091227045811,2329.5072900631576
77,0,-6.224672711166169,-6.791207331465548,-2.759352962234245
77,1,8083.347875635581,5965.608201902318,2360.1758906029927
78,0,-6.305502151911219,-6.879397144870079,-2.79518567607979
78,1,8188.360944527478,6043.125155975831,2390.8444829201917
79,0,-6.386331566463854,-6.967586938937125,-2.8310183822746016
79,1,8293.373985986453,6120.642089796012,2421.513067224309
80,0,-6.467160955483261,-7.055776714153308,-2.8668510810112067
80,1,8398.387000702916,6198.15900387253,2452.1816437169896
81,0,-6.547990319604056,-7.143966470987109,-2.902683772474955
81,1,8503.399989341537,6275.675898696052,2482.8502125923615
82,0,-6.628819659437482,-7.232156209889759,-2.938516456844371
82,1,8608.412952542509,6353.192774739182,2513.518774037405
83,0,-6.7096489755725495,-7.320345931296076,-2.974349134291487
83,1,8713.425890922737,6430.709632457331,2544.187328232299
84,0,-6.790478268577098,-7.408535635625253,-3.010181804982151
84,1,8818.438805076956,6508.226472289545,2574.8558753507477
85,0,-6.871307538998798,-7.496725323281596,-3.046014469076323
85,1,8923.451695578775,6585.743294659278,2605.524415560286
86,0,-6.952136787366101,-7.584914994655219,-3.0818471267283485
86,1,9028.464562981671,6663.260099975121,2636.1929490225693
87,0,-7.032966014189118,-7.6731046501227045,-3.1176797780872176
87,1,9133.477407819919,6740.776888631492,2666.8614758936446
88,0,-7.11379521996047,-7.761294290047719,-3.153512423296812
88,1,9238.490230609466,6818.29366100928,2697.529996324208
89,0,-7.194624405156069,-7.849483914781598,-3.1893450624961344
89,1,9343.503031848768,6895.810417476463,2728.198510459845
90,0,-7.275453570235871,-7.937673524663899,-3.225177695819527
90,1,9448.515812019563,6973.327158388678,2758.867018441261
91,0,-7.356282715644579,-8.025863120022919,-3.2610103233968775
91,1,9553.528571587616,7050.843884089771,2789.535520404495
92,0,-7.437111841812312,-8.114052701176188,-3.296842945353814
92,1,9658.541311003417,7128.360594912311,2820.204016481125
93,0,-7.517940949155232,-8.202242268430938,-3.3326755618118895
93,1,9763.554030702839,7205.87729117808,2850.872506798461
94,0,-7.598770038076146,-8.290431822084537,-3.368508172888755
94,1,9868.566731107765,7283.39397319853,2881.5409914797265
95,0,-7.679599108965068,-8.378621362424914,-3.404340778698327
95,1,9973.579412626681,7360.910641275227,2912.2094706442326
96,0,-7.760428162199756,-8.466810889730947,-3.4401733793509415
96,1,10078.592075655237,7438.427295700258,2942.8779444075412
97,0,-7.841257198146222,-8.555000404272846,-3.4760059749535044
97,1,10183.604720576779,7515.943936756628,2973.5464128816216
98,0,-7.922086217159211,-8.643189906312502,-3.5118385656096307
98,1,10288.617347762853,7593.4605647186345,3004.214876174996
99,0,-8.00291521958266,-8.73137939610383,-3.547671151419779
99,1,10393.629957573685,7670.977179852215,3034.8833343928804
100,0,-8.083744205750133,-8.819568873893084,-3.583503732481379
100,1,10498.64255035864,7748.49378241529,3065.551787637319
101,0,-8.164573175985236,-8.90775833991917,-3.6193363088889505
101,1,10603.655126456646,7826.010372658078,3096.2202360073093
102,0,-8.245402130602004,-8.995947794413928,-3.6551688807342195
102,1,10708.667686196613,7903.5269508234,3126.88867959892
103,0,-8.32623106990528,-9.08413723760241,-3.6910014481062268
103,1,10813.680229897822,7981.043517146968,3157.55711850541
104,0,-8.407059994191068,-9.17232666970315,-3.726834011091431
104,1,10918.692757870294,8058.560071857662,3188.2255528173328
105,0,-8.48788890374687,-9.260516090928396,-3.7626665697738093
105,1,11023.705270415152,8136.076615177787,3218.893982622642
106,0,-8.568717798852012,-9.34870550148437,-3.7984991242349495
106,1,11128.717767824948,8213.593147323327,3249.5624080067896
107,0,-8.649546679777949,-9.436894901571474,-3.8343316745541407
107,1,11233.730250383995,8291.109668504181,3280.230829052821
108,0,-8.730375546788558,-9.525084291384525,-3.870164220808459
108,1,11338.742718368665,8368.626178924389,3310.8992458414614
109,0,-8.811204400140419,-9.613273671112946,-3.9059967630728494
109,1,11443.755172047691,8446.142678782346,3341.5676584512057
110,0,-8.892033240083078,-9.701463040940972,-3.9418293014202024
110,1,11548.76761168244,8523.659168271011,3372.2360669583973
111,0,-8.972862066859307,-9.789652401047833,-3.9776618359214293
111,1,11653.780037527178,8601.175647578108,3402.9044714373053
112,0,-9.05369088070534,-9.877841751607939,-4.013494366645533
112,1,11758.79244982933,8678.692116886301,3433.572871960201
113,0,-9.134519681851113,-9.966031092791043,-4.049326893659678
113,1,11863.804848829725,8756.208576373387,3464.2412685974286
114,0,-9.215348470520484,-10.054220424762416,-4.0851594170292485
114,1,11968.817234762815,8833.725026212462,3494.9096614174714
115,0,-9.296177246931439,-10.142409747682995,-4.12099193681792
115,1,12073.829607856918,8911.241466572084,3525.578050487019
116,0,-9.377006011296304,-10.230599061709535,-4.156824453087712
116,1,12178.841968334413,8988.757897616437,3556.246435871028
117,0,-9.457834763821937,-10.318788366994754,-4.192656965899046
117,1,12283.854316411955,9066.274319505468,3586.914817632782
118,0,-9.53866350470991,-10.406977663687472,-4.2284894753108
118,1,12388.866652300661,9143.790732395048,3617.5831958339486
119,0,-9.619492234156693,-10.49516695193274,-4.2643219813803634
119,1,12493.878976206308,9221.307136437094,3648.251570534634
120,0,-9.70032095235382,-10.583356231871964,-4.300154484163683
120,1,12598.891288329502,9298.823531779712,3678.919941793435
121,0,-9.781149659488058,-10.671545503643031,-4.335986983715313
121,1,12703.903588865855,9376.33991856732,3709.5883096674893
122,0,-9.86197835574156,-10.759734767380426,-4.37181948008846
122,1,12808.915878006144,9453.85629694077,3740.256674212523
123,0,-9.942807041292014,-10.847924023215334,-4.407651973335027
123,1,12913.928155936479,9531.372667037462,3770.9250354828987
124,0,-10.023635716312796,-10.936113271275756,-4.443484463505657
124,1,13018.940422838443,9608.889028991456,3801.5933935316566
125,0,-10.1044643809731,-11.024302511686606,-4.479316950649771
125,1,13123.952678889244,9686.405382933586,3832.2617484105594
126,0,-10.185293035438077,-11.112491744569814,-4.51514943481561
126,1,13228.96492426185,9763.921728991556,3862.9301001701324
127,0,-10.266121679868956,-11.200680970044417,-4.5509819160502705
127,1,13333.977159125134,9841.438067290039,3893.598448859702
128,0,-10.346950314423175,-11.28887018822665,-4.586814394399739
128,1,13438.989383643986,9918.954397950776,3924.2667945274334
129,0,-10.427778939254495,-11.377059399230033,-4.62264686990893
129,1,13544.00159797945,9996.470721092664,3954.9351372203682
130,0,-10.50860755451311,-11.465248603165458,-4.658479342621717
130,1,13649.013802288837,10073.987036831848,3985.6034769844573
131,0,-10.58943616034577,-11.553437800141264,-4.694311812580962
131,1,13754.025996725839,10151.503345281797,4016.271813864595
132,0,-10.670264756895865,-11.641626990263322,-4.730144279828555
132,1,13859.038181440645,10229.019646553395,4046.940147904652
133,0,-10.751093344303545,-11.729816173635104,-4.765976744405432
133,1,13964.050356580039,10306.535940755015,4077.608479147504
134,0,-10.831921922705808,-11.818005350357755,-4.80180920635161
134,1,14069.062522287508,10384.052227992592,4108.276807635065
135,0,-10.912750492236595,-11.906194520530162,-4.837641665706215
135,1,14174.074678703337,10461.568508369699,4138.945133408312
136,0,-10.993579053026883,-11.994383684249028,-4.873474122507505
136,1,14279.086825964703,10539.084781987616,4169.613456507317
137,0,-11.074407605204765,-12.082572841608926,-4.909306576792899
137,1,14384.09896420577,10616.601048945397,4200.281776971268
138,0,-11.155236148895542,-12.170761992702365,-4.945139028598996
138,1,14489.111093557774,10694.117309339932,4230.950094838501
139,0,-11.2360646842218,-12.258951137619853,-4.980971477961606
139,1,14594.123214149105,10771.633563266014,4261.61841014652
140,0,-11.316893211303489,-12.347140276449949,-5.016803924915765
140,1,14699.135326105392,10849.149810816396,4292.286722932021
141,0,-11.397721730257993,-12.43532940927932,-5.0526363694957634
141,1,14804.147429549583,10926.666052081851,4322.955033230918
142,0,-11.478550241200214,-12.523518536192794,-5.088468811735164
142,1,14909.159524602015,11004.182287151229,4353.623341078364
143,0,-11.559378744242627,-12.61170765727342,-5.124301251666823
143,1,15014.171611380496,11081.698516111504,4384.291646508771
144,0,-11.640207239495359,-12.699896772602504,-5.16013368932291
144,1,15119.183690000367,11159.214739047837,4414.9599495558305
145,0,-11.72103572706625,-12.788085882259663,-5.195966124734924
145,1,15224.195760574576,11236.730956043617,4445.6282502525355
146,0,-11.801864207060914,-12.876274986322876,-5.231798557933717
146,1,15329.20782321374,11314.247167180514,4476.296548631199
147,0,-11.882692679582807,-12.964464084868524,-5.267630988949509
147,1,15434.21987802621,11391.763372538528,4506.964844723471
148,0,-11.963521144733273,-13.052653177971433,-5.303463417811905
148,1,15539.231925118134,11469.279572196026,4537.633138560359
149,0,-12.044349602611613,-13.140842265704917,-5.33929584454991
149,1,15644.243964593516,11546.7957662298,4568.301430172243
150,0,-12.125178053315134,-13.22903134814082,-5.375128269191949
150,1,15749.25599655427,11624.31195471509,4598.969719588894
151,0,-12.206006496939201,-13.317220425349554,-5.4109606917658795
151,1,15854.268021100279,11701.828137725646,4629.638006839488
152,0,-12.286834933577294,-13.405409497400134,-5.446793112299008
152,1,15959.280038329449,11779.344315333752,4660.3062919526255
153,0,-12.367663363321052,-13.49359856436022,-5.482625530818103
153,1,16064.292048337758,11856.86048761027,4690.974574956342
154,0,-12.44849178626032,-13.581787626296144,-5.51845794734941
154,1,16169.30405121931,11934.376654624679,4721.642855878125
155,0,-12.5293202024832,-13.669976683272958,-5.554290361918665
155,1,16274.316047066377,12011.892816445106,4752.311134744932
156,0,-12.610148612076095,-13.758165735354455,-5.590122774551106
156,1,16379.328035969455,12089.408973138366,4782.9794115831955
157,0,-12.690977015123751,-13.846354782603202,-5.62595518527149
157,1,16484.3400180173,12166.925124769992,4813.6476864188435
158,0,-12.7718054117093,-13.934543825080576,-5.6617875941041
158,1,16589.351993296987,12244.441271404268,4844.31595927731
159,0,-12.852633801914298,-14.022732862846794,-5.697620001072759
159,1,16694.36396189393,12321.957413104263,4874.984230183548
160,0,-12.933462185818767,-14.11092189596094,-5.733452406200844
160,1,16799.375923891945,12399.473549931856,4905.652499162039
161,0,-13.014290563501234,-14.199110924480992,-5.769284809511294
161,1,16904.387879373277,12476.989681947773,4936.3207662368095
162,0,-13.095118935038768,-14.28729994846385,-5.805117211026621
162,1,17009.399828418642,12554.505809211609,4966.989031431438
163,0,-13.175947300507012,-14.375488967965365,-5.840949610768922
163,1,17114.41177110727,12632.02193178186,4997.657294769067
164,0,-13.256775659980224,-14.463677983040364,-5.876782008759888
164,1,17219.423707516933,12709.538049715948,5028.325556272417
165,0,-13.337604013531308,-14.55186699374267,-5.9126144050208165
165,1,17324.435637723986,12787.054163070248,5058.993815963791
166,0,-13.418432361231842,-14.640056000125137,-5.948446799572616
166,1,17429.4475618034,12864.570271900115,5089.662073865091
167,0,-13.499260703152116,-14.728245002239658,-5.984279192435819
167,1,17534.459479828794,12942.086376259902,5120.330329997821
168,0,-13.58008903936116,-14.816434000137203,-6.020111583630592
168,1,17639.47139187247,13019.602476202992,5150.9985843831
169,0,-13.66091736992678,-14.904622993867832,-6.05594397317674
169,1,17744.48329800544,13097.118571781815,5181.666837041675
170,0,-13.741745694915576,-14.992811983480719,-6.09177636109372
170,1,17849.49519829746,13174.634663047875,5212.33508799392
171,0,-13.822574014392975,-15.081000969024172,-6.127608747400643
171,1,17954.507092817057,13252.150750051767,5243.0033372598555
172,0,-13.903402328423264,-15.169189950545656,-6.163441132116289
172,1,18059.51898163156,13329.666832843206,5273.671584859148
173,0,-13.98423063706961,-15.257378928091809,-6.19927351525911
173,1,18164.530864807133,13407.182911471036,5304.3398308111255
174,0,-14.065058940394085,-15.345567901708462,-6.235105896847238
174,1,18269.542742408783,13484.69898598326,5335.008075134778
175,0,-14.145887238457698,-15.433756871440657,-6.270938276898495
175,1,18374.554614500412,13562.215056427054,5365.676317848771
176,0,-14.226715531320412,-15.52194583733267,-6.306770655430398
176,1,18479.56648114482,13639.731122848789,5396.344558971451
177,0,-14.307543819041172,-15.61013479942802,-6.342603032460165
177,1,18584.57834240374,13717.247185294047,5427.012798520852
178,0,-14.388372101677923,-15.698323757769492,-6.378435408004724
178,1,18689.59019833787,13794.763243807638,5457.681036514704
179,0,-14.469200379287642,-15.786512712399153,-6.414267782080718
179,1,18794.602049006884,13872.279298433621,5488.349272970438
180,0,-14.55002865192635,-15.874701663358366,-6.450100154704512
180,1,18899.61389446945,13949.79534921532,5519.017507905193
181,0,-14.630856919649137,-15.962890610687804,-6.485932525892199
181,1,19004.625734783272,14027.311396195333,5549.685741335827
182,0,-14.711685182510182,-16.05107955442747,-6.521764895659606
182,1,19109.637570005092,14104.82743941556,5580.353973278913
183,0,-14.792513440562773,-16.13926849461671,-6.5575972640222995
183,1,19214.649400190727,14182.343478917208,5611.022203750757
184,0,-14.873341693859329,-16.22745743129423,-6.593429630995591
184,1,19319.661225395073,14259.859514740812,5641.6904327673965
185,0,-14.954169942451413,-16.315646364498097,-6.629261996594545
185,1,19424.673045672138,14337.375546926249,5672.358660344607
186,0,-15.034998186389757,-16.403835294265768,-6.66509436083398
186,1,19529.684861075057,14414.891575512747,5703.026886497911
187,0,-15.115826425724276,-16.492024220634097,-6.700926723728478
187,1,19634.696671656107,14492.407600538909,5733.695111242579
188,0,-15.196654660504084,-16.580213143639348,-6.736759085292386
188,1,19739.70847746673,14569.923622042714,5764.363334593639
189,0,-15.277482890777517,-16.66840206331721,-6.772591445539824
189,1,19844.72027855755,14647.439640061539,5795.031556565878
190,0,-15.358311116592143,-16.756590979702807,-6.808423804484687
190,1,19949.732074978387,14724.955654632171,5825.699777173852
191,0,-15.439139337994781,-16.844779892830704,-6.8442561621406535
191,1,20054.74386677828,14802.471665790816,5856.367996431885
192,0,-15.519967555031519,-16.93296880273493,-6.880088518521185
192,1,20159.755654005497,14879.98767357311,5887.036214354077
193,0,-15.600795767747721,-17.021157709448982,-6.915920873639534
193,1,20264.767436707552,14957.50367801414,5917.704430954308
194,0,-15.681623976188053,-17.109346613005833,-6.951753227508749
194,1,20369.779214931226,15035.019679148443,5948.372646246245
195,0,-15.76245218039649,-17.19753551343796,-6.987585580141675
195,1,20474.79098872258,15112.535677010028,5979.04086024334
196,0,-15.843280380416333,-17.285724410777327,-7.023417931550962
196,1,20579.80275812696,15190.051671632376,6009.7090729588435
197,0,-15.92410857629022,-17.373913305055417,-7.059250281749065
197,1,20684.814523189027,15267.567663048463,6040.3772844058
198,0,-16.00493676806014,-17.462102196303235,-7.0950826307482515
198,1,20789.82628395276,15345.08365129076,6071.045494597058
199,0,-16.085764955767452,-17.55029108455132,-7.130914978560602
199,1,20894.838040461473,15422.59963639125,6101.713703545269
200,0,-16.16659313945289,-17.63847996982974,-7.166747325198016
200,1,20999.849792757832,15500.115618381435,6132.381911262897
201,0,-16.247421319156576,-17.726668852168125,-7.202579670672216
201,1,21104.86154088386,15577.63159729234,6163.050117762219
202,0,-16.328249494918044,-17.814857731595662,-7.238412014994747
202,1,21209.873284880956,15655.147573154534,6193.718323055329
203,0,-16.40907766677623,-17.903046608141103,-7.274244358176986
203,1,21314.88502478991,15732.663545998132,6224.386527154141
204,0,-16.489905834769505,-17.991235481832778,-7.310076700230141
204,1,21419.896760650903,15810.179515852804,6255.054730070394
205,0,-16.57073399893567,-18.079424352698595,-7.345909041165255
205,1,21524.90849250353,15887.695482747784,6285.722931815654
206,0,-16.65156215931198,-18.167613220766064,-7.381741380993211
206,1,21629.92022038681,15965.21144671188,6316.39113240132
207,0,-16.732390315935145,-18.25580208606229,-7.417573719724733
207,1,21734.931944339194,16042.727407773484,6347.059331838624
208,0,-16.813218468841345,-18.343990948613982,-7.453406057370391
208,1,21839.943664398572,16120.243365960572,6377.727530138634
209,0,-16.89404661806624,-18.432179808447476,-7.489238393940601
209,1,21944.955380602292,16197.759321300724,6408.395727312263
210,0,-16.974874763644983,-18.52036866558872,-7.525070729445632
210,1,22049.96709298717,16275.275273821118,6439.063923370265
211,0,-17.05570290561222,-18.6085575200633,-7.560903063895605
211,1,22154.9788015895,16352.791223548551,6469.73211832324
212,0,-17.1365310440021,-18.696746371896435,-7.596735397300498
212,1,22259.990506445047,16430.307170509433,6500.400312181638
213,0,-17.21735917884831,-18.784935221112985,-7.632567729670148
213,1,22365.002207589085,16507.82311472981,6531.068504955762
214,0,-17.29818731018404,-18.873124067737468,-7.668400061014254
214,1,22470.01390505639,16585.339056235352,6561.736696655773
215,0,-17.379015438042032,-18.961312911794053,-7.70423239134238
215,1,22575.025598881242,16662.85499505138,6592.404887291685
216,0,-17.459843562454566,-19.049501753306576,-7.740064720663955
216,1,22680.037289097458,16740.370931202855,6623.073076873374
217,0,-17.540671683453475,-19.13769059229854,-7.775897048988278
217,1,22785.048975738373,16817.886864714394,6653.741265410581
218,0,-17.621499801070154,-19.225879428793125,-7.8117293763245215
218,1,22890.060658836872,16895.402795610276,6684.409452912911
219,0,-17.702327915335566,-19.31406826281319,-7.8475617026817295
219,1,22995.072338425383,16972.918723914445,6715.077639389838
220,0,-17.78315602628025,-19.40225709438129,-7.883394028068825
220,1,23100.084014535896,17050.434649650517,6745.7458248507055
221,0,-17.86398413393433,-19.490445923519665,-7.919226352494606
221,1,23205.09568719996,17127.95057284179,6776.414009304731
222,0,-17.944812238327525,-19.578634750250256,-7.955058675967756
222,1,23310.107356448694,17205.466493511245,6807.082192761006
223,0,-18.02564033948915,-19.66682357459471,-7.990890998496837
223,1,23415.119022312807,17282.98241168155,6837.7503752285
224,0,-18.106468437448125,-19.75501239657438,-8.026723320090298
224,1,23520.130684822587,17360.498327375073,6868.418556716063
225,0,-18.187296532232985,-19.843201216210336,-8.062555640756475
225,1,23625.142344007923,17438.01424061388,6899.086737232425
226,0,-18.268124623871888,-19.931390033523364,-8.098387960503594
226,1,23730.153999898306,17515.530151419745,6929.7549167862
227,0,-18.348952712392613,-20.019578848533982,-8.13422027933977
227,1,23835.16565252283,17593.046059814154,6960.42309538589
228,0,-18.42978079782258,-20.107767661262432,-8.170052597273013
228,1,23940.17730191022,17670.561965818306,6991.091273039882
229,0,-18.510608880188844,-20.195956471728692,-8.205884914311227
229,1,24045.1889480888,17748.077869453125,7021.759449756455
230,0,-18.59143695951811,-20.284145279952476,-8.241717230462212
230,1,24150.200591086545,17825.593770739266,7052.427625543779
231,0,-18.67226503583673,-20.372334085953245,-8.277549545733669
231,1,24255.212230931058,17903.109669697104,7083.095800409918
